#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","NT_177066.1",1886231,1886837,"+",100746785,"LOC100746785","-","XP_033178464.1",80,"6-pyruvoyl tetrahydrobiopterin synthase isoform X3"
"Un","NT_177066.1",1886231,1886803,"+",100746785,"LOC100746785","-","XP_012244939.1",149,"6-pyruvoyl tetrahydrobiopterin synthase isoform X1"
"Un","NT_177066.1",1886231,1886803,"+",100746785,"LOC100746785","-","XP_012244940.1",145,"6-pyruvoyl tetrahydrobiopterin synthase isoform X2"
"Un","NT_177066.1",1887245,1889059,"-",100746898,"LOC100746898","-","XP_003492105.2",295,"alkaline ceramidase isoform X1"
"Un","NT_177066.1",1887245,1888309,"-",100746898,"LOC100746898","-","XP_012244932.1",269,"alkaline ceramidase isoform X2"
"Un","NT_177066.1",1887245,1888309,"-",100746898,"LOC100746898","-","XP_012244933.1",269,"alkaline ceramidase isoform X2"
"Un","NT_177066.1",1887245,1888309,"-",100746898,"LOC100746898","-","XP_012244934.1",269,"alkaline ceramidase isoform X2"
"Un","NT_177066.1",1889298,1890461,"+",100747460,"LOC100747460","-","XP_012244929.1",387,"tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wdr4"
"Un","NT_177066.1",1890692,1892426,"-",100741869,"LOC100741869","-","XP_012244928.1",393,"26S proteasome regulatory subunit 10B"
"Un","NT_177066.1",1892812,1894049,"+",100747222,"LOC100747222","-","XP_003492108.1",347,"mitochondrial RNA pseudouridine synthase rpusd4"
"Un","NT_177066.1",1894177,1894495,"-",100747575,"LOC100747575","-","XP_003492111.1",80,"39S ribosomal protein L34, mitochondrial"
"Un","NT_177066.1",1895511,1897029,"+",100747107,"LOC100747107","-","XP_033178456.1",460,"proline-rich protein PRCC isoform X1"
"Un","NT_177066.1",1895511,1897029,"+",100747107,"LOC100747107","-","XP_003492107.1",460,"proline-rich protein PRCC isoform X1"
"Un","NT_177066.1",1895511,1897029,"+",100747107,"LOC100747107","-","XP_012244923.1",459,"proline-rich protein PRCC isoform X2"
"Un","NT_177066.1",1897252,1897794,"-",112213416,"LOC112213416","-","XP_024225681.1",180,"uncharacterized protein LOC112213416"
"Un","NT_177066.1",1898545,1899274,"+",100747340,"LOC100747340","-","XP_003492109.1",109,"alpha-endosulfine"
"Un","NT_177066.1",1901179,1907076,"-",100747697,"LOC100747697","-","XP_003492113.1",693,"very long-chain-fatty-acid--CoA ligase bubblegum isoform X1"
"Un","NT_177066.1",1901179,1905983,"-",100747697,"LOC100747697","-","XP_003492112.1",684,"very long-chain-fatty-acid--CoA ligase bubblegum isoform X2"
"Un","NT_177066.1",1911597,1911833,"+",105680220,"LOC105680220","-","XP_012244942.1",78,"uncharacterized protein LOC105680220"
"Un","NT_177066.1",1912069,1912962,"+",100741986,"LOC100741986","-","XP_012244931.1",297,"protein TIPIN homolog"
"Un","NT_177066.1",1913146,1913447,"-",100747898,"LOC100747898","-","XP_024225742.1",79,"U6 snRNA-associated Sm-like protein LSm6"
"Un","NT_177066.1",1913146,1913447,"-",100747898,"LOC100747898","-","XP_003492114.1",79,"U6 snRNA-associated Sm-like protein LSm6"
"Un","NT_177066.1",1917457,1920851,"+",100748017,"LOC100748017","-","XP_012245110.1",348,"lysophosphatidylserine lipase ABHD12 isoform X3"
"Un","NT_177066.1",1917457,1920851,"+",100748017,"LOC100748017","-","XP_012245111.1",348,"lysophosphatidylserine lipase ABHD12 isoform X3"
"Un","NT_177066.1",1918292,1920851,"+",100748017,"LOC100748017","-","XP_033178461.1",359,"lysophosphatidylserine lipase ABHD12 isoform X1"
"Un","NT_177066.1",1918292,1920851,"+",100748017,"LOC100748017","-","XP_012245108.1",359,"lysophosphatidylserine lipase ABHD12 isoform X1"
"Un","NT_177066.1",1918943,1920851,"+",100748017,"LOC100748017","-","XP_033178462.1",356,"lysophosphatidylserine lipase ABHD12 isoform X2"
"Un","NT_177066.1",1918943,1920851,"+",100748017,"LOC100748017","-","XP_033178463.1",356,"lysophosphatidylserine lipase ABHD12 isoform X2"
"Un","NT_177066.1",1922161,1925219,"+",100748138,"LOC100748138","-","XP_003492116.1",697,"uncharacterized protein LOC100748138"
"Un","NT_177066.1",1925476,1927772,"-",100748260,"LOC100748260","-","XP_003492117.1",387,"mitochondrial import inner membrane translocase subunit TIM50-C"
"Un","NT_177234.1",17871,19018,"-",100742602,"LOC100742602","-","XP_012245965.2",297,"LOW QUALITY PROTEIN: mitochondrial genome maintenance exonuclease 1-like"
"Un","NT_177234.1",21804,22649,"+",105681335,"LOC105681335","-","XP_024226320.1",96,"acanthoscurrin-1-like"
"Un","NT_177234.1",23111,28256,"+",100740230,"LOC100740230","-","XP_033179053.1",170,"40S ribosomal protein S12, mitochondrial isoform X2"
"Un","NT_177234.1",23111,28256,"+",100740230,"LOC100740230","-","XP_012245964.1",170,"40S ribosomal protein S12, mitochondrial isoform X1"
"Un","NT_177234.1",36236,37162,"+",100742722,"LOC100742722","-","XP_033179052.1",308,"transcription factor VBP"
"Un","NT_177234.1",36236,37162,"+",100742722,"LOC100742722","-","XP_003492734.2",308,"transcription factor VBP"
"Un","NT_177234.1",37780,38729,"-",100742840,"LOC100742840","-","XP_012246013.1",263,"zinc finger protein 511"
"Un","NT_177234.1",39333,48887,"-",112213598,"LOC112213598","-","XP_024226315.1",85,"uncharacterized protein LOC112213598"
"Un","NT_177234.1",40180,43053,"-",105681336,"LOC105681336","-","XP_012245961.1",957,"golgin subfamily A member 6-like protein 22"
"Un","NT_177234.1",124018,168002,"-",100743078,"LOC100743078","-","XP_024226314.1",875,"B-cell lymphoma/leukemia 11A isoform X3"
"Un","NT_177234.1",124018,164877,"-",100743078,"LOC100743078","-","XP_012245996.1",880,"B-cell lymphoma/leukemia 11A isoform X1"
"Un","NT_177234.1",124018,141721,"-",100743078,"LOC100743078","-","XP_012245998.1",845,"B-cell lymphoma/leukemia 11A isoform X2"
"Un","NT_177234.1",304490,305474,"+",112213599,"LOC112213599","-","XP_024226316.1",148,"uncharacterized protein LOC112213599"
"Un","NT_177234.1",324253,326346,"+",100740352,"LOC100740352","-","XP_024226328.1",453,"histone acetyltransferase Tip60"
"Un","NT_177234.1",328578,461783,"-",100740471,"LOC100740471","-","XP_033179037.1",1579,"uncharacterized protein LOC100740471 isoform X4"
"Un","NT_177234.1",334727,461783,"-",100740471,"LOC100740471","-","XP_033179036.1",1580,"uncharacterized protein LOC100740471 isoform X3"
"Un","NT_177234.1",335224,461783,"-",100740471,"LOC100740471","-","XP_033179034.1",1585,"uncharacterized protein LOC100740471 isoform X2"
"Un","NT_177234.1",335224,461783,"-",100740471,"LOC100740471","-","XP_033179033.1",1588,"uncharacterized protein LOC100740471 isoform X1"
"Un","NT_177234.1",335224,382208,"-",100740471,"LOC100740471","-","XP_024226322.1",1575,"uncharacterized protein LOC100740471 isoform X5"
"Un","NT_177234.1",335224,382208,"-",100740471,"LOC100740471","-","XP_033179038.1",1575,"uncharacterized protein LOC100740471 isoform X5"
"Un","NT_177234.1",335224,382208,"-",100740471,"LOC100740471","-","XP_033179039.1",1575,"uncharacterized protein LOC100740471 isoform X5"
"Un","NT_177234.1",335224,382208,"-",100740471,"LOC100740471","-","XP_033179040.1",1575,"uncharacterized protein LOC100740471 isoform X5"
"Un","NT_177234.1",335224,379052,"-",100740471,"LOC100740471","-","XP_003492717.1",1562,"uncharacterized protein LOC100740471 isoform X6"
"Un","NT_177234.1",335224,379052,"-",100740471,"LOC100740471","-","XP_012245982.1",1562,"uncharacterized protein LOC100740471 isoform X6"
"Un","NT_177234.1",335224,379052,"-",100740471,"LOC100740471","-","XP_012245983.1",1562,"uncharacterized protein LOC100740471 isoform X6"
"Un","NT_177234.1",335224,379052,"-",100740471,"LOC100740471","-","XP_012245984.1",1562,"uncharacterized protein LOC100740471 isoform X6"
"Un","NT_177234.1",335224,379052,"-",100740471,"LOC100740471","-","XP_012245986.1",1562,"uncharacterized protein LOC100740471 isoform X6"
"Un","NT_177234.1",527536,531642,"+",100740595,"LOC100740595","-","XP_012245990.1",725,"MAP/microtubule affinity-regulating kinase 3 isoform X1"
"Un","NT_177234.1",527536,531642,"+",100740595,"LOC100740595","-","XP_033179046.1",724,"MAP/microtubule affinity-regulating kinase 3 isoform X2"
"Un","NT_177234.1",527536,531642,"+",100740595,"LOC100740595","-","XP_003492718.1",720,"MAP/microtubule affinity-regulating kinase 3 isoform X3"
"Un","NT_177234.1",534046,534670,"-",100740719,"LOC100740719","-","XP_024226329.1",169,"39S ribosomal protein L41, mitochondrial"
"Un","NT_177234.1",539517,541518,"+",100740840,"LOC100740840","-","XP_003492720.1",483,"sorting nexin-17"
"Un","NT_177234.1",543979,546800,"-",100740961,"LOC100740961","-","XP_003492721.1",521,"serine/threonine-protein kinase 3 isoform X2"
"Un","NT_177234.1",543979,546800,"-",100740961,"LOC100740961","-","XP_012246010.1",528,"serine/threonine-protein kinase 3 isoform X1"
"Un","NT_177234.1",549337,560526,"+",100741078,"LOC100741078","-","XP_012246006.1",475,"transcriptional coactivator YAP1"
"Un","NT_177234.1",575806,582259,"+",100743197,"LOC100743197","-","XP_024226321.2",1122,"uncharacterized protein LOC100743197"
"Un","NT_177234.1",585008,585463,"+",112213597,"LOC112213597","-","XP_024226307.1",129,"uncharacterized protein LOC112213597"
"Un","NT_177234.1",585893,592172,"+",100741198,"LOC100741198","-","XP_033179048.1",1400,"LOW QUALITY PROTEIN: adenylate cyclase type 10-like"
"Un","NT_177234.1",593412,634553,"-",100743444,"LOC100743444","-","XP_033179044.1",824,"uncharacterized protein LOC100743444 isoform X3"
"Un","NT_177234.1",593412,634553,"-",100743444,"LOC100743444","-","XP_033179041.1",868,"uncharacterized protein LOC100743444 isoform X1"
"Un","NT_177234.1",593412,634553,"-",100743444,"LOC100743444","-","XP_033179042.1",868,"uncharacterized protein LOC100743444 isoform X1"
"Un","NT_177234.1",593412,634553,"-",100743444,"LOC100743444","-","XP_033179043.1",868,"uncharacterized protein LOC100743444 isoform X2"
"Un","NT_177234.1",593412,605520,"-",100743444,"LOC100743444","-","XP_033179045.1",787,"uncharacterized protein LOC100743444 isoform X4"
"Un","NT_177234.1",637457,640765,"-",100741317,"LOC100741317","-","XP_033179047.1",711,"exostosin-1"
"Un","NT_177234.1",637457,640765,"-",100741317,"LOC100741317","-","XP_003492725.1",711,"exostosin-1"
"Un","NT_177234.1",642942,643712,"-",100743566,"LOC100743566","-","XP_003492741.1",206,"uncharacterized protein LOC100743566"
"Un","NT_177234.1",644433,646296,"+",100741515,"LOC100741515","-","XP_003492726.1",329,"protein FAM76A"
"Un","NT_177234.1",644433,646296,"+",100741515,"LOC100741515","-","XP_012246008.1",329,"protein FAM76A"
"Un","NT_177234.1",652465,656933,"-",100741638,"LOC100741638","-","XP_003492727.1",963,"PR domain zinc finger protein 1 isoform X2"
"Un","NT_177234.1",652465,656933,"-",100741638,"LOC100741638","-","XP_024226308.1",977,"PR domain zinc finger protein 1 isoform X1"
"Un","NT_177234.1",697117,766580,"-",100741757,"LOC100741757","-","XP_033179056.1",546,"four and a half LIM domains protein 2 isoform X6"
"Un","NT_177234.1",697117,749939,"-",100741757,"LOC100741757","-","XP_003492728.1",1384,"uncharacterized protein LOC100741757 isoform X1"
"Un","NT_177234.1",697117,735248,"-",100741757,"LOC100741757","-","XP_012245973.1",529,"four and a half LIM domains protein 2 isoform X7"
"Un","NT_177234.1",697117,734966,"-",100741757,"LOC100741757","-","XP_033179057.1",504,"four and a half LIM domains protein 2 isoform X8"
"Un","NT_177234.1",697117,732796,"-",100741757,"LOC100741757","-","XP_012245970.1",580,"prickle planar cell polarity protein 3-A isoform X5"
"Un","NT_177234.1",697117,726069,"-",100741757,"LOC100741757","-","XP_033179055.1",670,"zinc finger protein 845 isoform X4"
"Un","NT_177234.1",697117,713284,"-",100741757,"LOC100741757","-","XP_012245968.1",821,"zyxin isoform X3"
"Un","NT_177234.1",697117,713284,"-",100741757,"LOC100741757","-","XP_012245967.1",843,"uncharacterized protein LOC100741757 isoform X2"
"Un","NT_177234.1",697117,708587,"-",100741757,"LOC100741757","-","XP_012245974.1",343,"four and a half LIM domains protein 2 isoform X9"
"Un","NT_177234.1",697117,707221,"-",100741757,"LOC100741757","-","XP_033179058.1",286,"four and a half LIM domains protein 2 isoform X10"
"Un","NT_177234.1",697117,702398,"-",100741757,"LOC100741757","-","XP_024226318.1",239,"four and a half LIM domains protein 2 isoform X11"
"Un","NT_177234.1",697117,702398,"-",100741757,"LOC100741757","-","XP_012245976.1",239,"four and a half LIM domains protein 2 isoform X11"
"Un","NT_177234.1",697117,702398,"-",100741757,"LOC100741757","-","XP_012245978.1",239,"four and a half LIM domains protein 2 isoform X11"
"Un","NT_177234.1",769075,770680,"+",100742110,"LOC100742110","-","XP_003492730.1",397,"DNA-directed RNA polymerase III subunit RPC4"
"Un","NT_177234.1",771467,777951,"-",100741990,"LOC100741990","-","XP_012246003.1",1202,"serine/arginine repetitive matrix protein 1 isoform X2"
"Un","NT_177234.1",771467,777951,"-",100741990,"LOC100741990","-","XP_024226330.1",1092,"serine/arginine repetitive matrix protein 1 isoform X5"
"Un","NT_177234.1",771467,777951,"-",100741990,"LOC100741990","-","XP_033179059.1",1202,"serine/arginine repetitive matrix protein 1 isoform X3"
"Un","NT_177234.1",771467,777951,"-",100741990,"LOC100741990","-","XP_003492729.1",1203,"serine/arginine repetitive matrix protein 1 isoform X1"
"Un","NT_177234.1",771467,775858,"-",100741990,"LOC100741990","-","XP_012246005.1",1122,"serine/arginine repetitive matrix protein 1 isoform X4"
"Un","NT_177234.1",781350,783740,"-",100742230,"LOC100742230","-","XP_003492731.1",226,"uncharacterized protein LOC100742230"
"Un","NT_177234.1",787990,791227,"-",100742353,"LOC100742353","-","XP_012246002.1",703,"nucleolar protein dao-5 isoform X5"
"Un","NT_177234.1",788255,791227,"-",100742353,"LOC100742353","-","XP_033179050.1",747,"nucleolar and coiled-body phosphoprotein 1 isoform X4"
"Un","NT_177234.1",788255,791227,"-",100742353,"LOC100742353","-","XP_012246001.1",776,"nucleolar and coiled-body phosphoprotein 1 isoform X2"
"Un","NT_177234.1",788255,791227,"-",100742353,"LOC100742353","-","XP_033179049.1",776,"nucleolar and coiled-body phosphoprotein 1 isoform X3"
"Un","NT_177234.1",788255,791227,"-",100742353,"LOC100742353","-","XP_012246000.1",805,"nucleolar and coiled-body phosphoprotein 1 isoform X1"
"Un","NT_177234.1",791775,792602,"+",100742480,"LOC100742480","-","XP_003492733.1",211,"mitotic spindle assembly checkpoint protein MAD2A"
"Un","NT_177234.1",817409,882372,"-",100743681,"LOC100743681","-","XP_003492742.1",209,"pro-neuregulin-2, membrane-bound isoform, partial"
"Un","NT_177297.1",24,8742,"-",105681390,"LOC105681390","-","XP_024226420.1",480,"jerky protein homolog-like"
"Un","NT_176678.1",5267,8972,"-",105680617,"LOC105680617","-","XP_012239858.1",830,"zinc finger protein 569-like isoform X1"
"Un","NT_176678.1",5267,8421,"-",105680617,"LOC105680617","-","XP_033176115.1",796,"zinc finger protein 569-like isoform X2"
"Un","NT_176678.1",15539,23736,"-",100745253,"LOC100745253","-","XP_012239863.1",482,"putative sodium-coupled neutral amino acid transporter 11"
"Un","NT_176678.1",26053,34436,"-",100746656,"LOC100746656","-","XP_003488717.1",549,"mitogen-activated protein kinase kinase kinase 7"
"Un","NT_176678.1",35995,40845,"+",100747887,"LOC100747887","-","XP_003488728.1",190,"protein phosphatase inhibitor 2 isoform X1"
"Un","NT_176678.1",36209,40845,"+",100747887,"LOC100747887","-","XP_012239818.1",173,"protein phosphatase inhibitor 2 isoform X2"
"Un","NT_176678.1",45113,46526,"+",100749879,"LOC100749879","-","XP_012239817.1",199,"charged multivesicular body protein 1b"
"Un","NT_176678.1",48742,51988,"-",100744534,"LOC100744534","-","XP_024222710.1",544,"uncharacterized protein LOC100744534"
"Un","NT_176678.1",53073,55188,"+",100743588,"LOC100743588","-","XP_003488692.1",355,"IST1 homolog isoform X1"
"Un","NT_176678.1",53073,55188,"+",100743588,"LOC100743588","-","XP_033176111.1",336,"IST1 homolog isoform X2"
"Un","NT_176678.1",56167,57884,"-",100745855,"LOC100745855","-","XP_012239814.2",252,"general odorant-binding protein 71 isoform X2"
"Un","NT_176678.1",56167,57884,"-",100745855,"LOC100745855","-","XP_012239815.1",256,"general odorant-binding protein 71 isoform X1"
"Un","NT_176678.1",58479,60043,"+",100746452,"LOC100746452","-","XP_012239819.1",166,"uncharacterized protein LOC100746452"
"Un","NT_176678.1",61923,63704,"-",100744413,"LOC100744413","-","XP_033176110.1",385,"1-acyl-sn-glycerol-3-phosphate acyltransferase gamma"
"Un","NT_176678.1",61923,63704,"-",100744413,"LOC100744413","-","XP_003488699.1",385,"1-acyl-sn-glycerol-3-phosphate acyltransferase gamma"
"Un","NT_176678.1",74533,76391,"+",100746774,"LOC100746774","-","XP_003488718.1",273,"F-actin-capping protein subunit beta isoform X2"
"Un","NT_176678.1",75246,76391,"+",100746774,"LOC100746774","-","XP_012239828.2",296,"F-actin-capping protein subunit beta isoform X1"
"Un","NT_176678.1",80686,81873,"-",100747246,"LOC100747246","-","XP_003488722.1",160,"eukaryotic translation initiation factor 5A"
"Un","NT_176678.1",80686,81873,"-",100747246,"LOC100747246","-","XP_003488723.1",160,"eukaryotic translation initiation factor 5A"
"Un","NT_176678.1",80686,81873,"-",100747246,"LOC100747246","-","XP_003488724.1",160,"eukaryotic translation initiation factor 5A"
"Un","NT_176678.1",84013,85584,"-",100744653,"LOC100744653","-","XP_024222713.1",356,"uroporphyrinogen decarboxylase isoform X2"
"Un","NT_176678.1",84013,85584,"-",100744653,"LOC100744653","-","XP_024222712.1",357,"uroporphyrinogen decarboxylase isoform X1"
"Un","NT_176678.1",86373,90082,"+",100746889,"LOC100746889","-","XP_033176107.1",759,"FACT complex subunit Ssrp1 isoform X1"
"Un","NT_176678.1",86373,90082,"+",100746889,"LOC100746889","-","XP_033176108.1",758,"FACT complex subunit Ssrp1 isoform X2"
"Un","NT_176678.1",86543,90082,"+",100746889,"LOC100746889","-","XP_012239860.1",736,"FACT complex subunit Ssrp1 isoform X3"
"Un","NT_176678.1",92136,93291,"+",100747523,"LOC100747523","-","XP_012239851.1",279,"ribonuclease P protein subunit p30"
"Un","NT_176678.1",93891,97852,"-",100747010,"LOC100747010","-","XP_033176106.1",841,"golgin subfamily A member 2 isoform X2"
"Un","NT_176678.1",93891,97852,"-",100747010,"LOC100747010","-","XP_012239850.1",871,"golgin subfamily A member 2 isoform X1"
"Un","NT_176678.1",98891,100491,"+",100747129,"LOC100747129","-","XP_024222711.1",495,"probable 26S proteasome non-ATPase regulatory subunit 3"
"Un","NT_176678.1",98891,100491,"+",100747129,"LOC100747129","-","XP_003488721.1",495,"probable 26S proteasome non-ATPase regulatory subunit 3"
"Un","NT_176678.1",101823,103359,"-",100744769,"LOC100744769","-","XP_024222715.1",255,"growth arrest-specific protein 1"
"Un","NT_176678.1",101823,103359,"-",100744769,"LOC100744769","-","XP_024222716.1",255,"growth arrest-specific protein 1"
"Un","NT_176678.1",101823,103359,"-",100744769,"LOC100744769","-","XP_033176109.1",255,"growth arrest-specific protein 1"
"Un","NT_176678.1",115146,125148,"-",100747641,"LOC100747641","-","XP_012239834.1",1925,"zinc finger protein Xfin isoform X2"
"Un","NT_176678.1",115168,125148,"-",100747641,"LOC100747641","-","XP_033176101.1",1893,"zinc finger protein 91 isoform X3"
"Un","NT_176678.1",115168,125148,"-",100747641,"LOC100747641","-","XP_003488726.1",1953,"zinc finger protein Xfin isoform X1"
"Un","NT_176678.1",115168,122974,"-",100747641,"LOC100747641","-","XP_012239835.1",1738,"zinc finger protein Xfin isoform X4"
"Un","NT_176678.1",126809,133009,"+",100747764,"LOC100747764","-","XP_033176105.1",393,"synaptogyrin"
"Un","NT_176678.1",138156,139513,"+",117151526,"LOC117151526","-","XP_033176104.1",143,"uncharacterized protein LOC117151526"
"Un","NT_176678.1",144387,153635,"+",100748005,"LOC100748005","-","XP_003488729.2",1214,"tight junction protein ZO-1 isoform X1"
"Un","NT_176678.1",146645,153635,"+",100748005,"LOC100748005","-","XP_033176102.1",982,"tight junction protein ZO-1 isoform X2"
"Un","NT_176678.1",155663,158987,"-",100748126,"LOC100748126","-","XP_033176103.1",312,"mitochondrial glutamate carrier 1 isoform X1"
"Un","NT_176678.1",155663,158987,"-",100748126,"LOC100748126","-","XP_003488730.1",312,"mitochondrial glutamate carrier 1 isoform X1"
"Un","NT_176678.1",155663,158626,"-",100748126,"LOC100748126","-","XP_012239801.1",258,"mitochondrial glutamate carrier 1 isoform X2"
"Un","NT_176678.1",163924,165440,"+",100748362,"LOC100748362","-","XP_012239836.1",307,"uncharacterized protein CG4449 isoform X1"
"Un","NT_176678.1",163969,165440,"+",100748362,"LOC100748362","-","XP_033176076.1",292,"uncharacterized protein CG4449 isoform X2"
"Un","NT_176678.1",164169,165440,"+",100748362,"LOC100748362","-","XP_033176077.1",260,"uncharacterized protein CG4449 isoform X3"
"Un","NT_176678.1",165727,168033,"-",100748248,"LOC100748248","-","XP_003488731.1",552,"histone H4 transcription factor"
"Un","NT_176678.1",168436,170690,"+",100744891,"LOC100744891","-","XP_003488703.1",478,"tRNA modification GTPase GTPBP3, mitochondrial isoform X1"
"Un","NT_176678.1",169051,170690,"+",100744891,"LOC100744891","-","XP_033176075.1",426,"tRNA modification GTPase GTPBP3, mitochondrial isoform X2"
"Un","NT_176678.1",169051,170690,"+",100744891,"LOC100744891","-","XP_012239837.1",426,"tRNA modification GTPase GTPBP3, mitochondrial isoform X2"
"Un","NT_176678.1",170850,172105,"-",100748483,"LOC100748483","-","XP_033176078.1",77,"TP53-regulated inhibitor of apoptosis 1 isoform X1"
"Un","NT_176678.1",170850,172105,"-",100748483,"LOC100748483","-","XP_012239838.1",77,"TP53-regulated inhibitor of apoptosis 1 isoform X1"
"Un","NT_176678.1",170850,171525,"-",100748483,"LOC100748483","-","XP_012239839.1",73,"TP53-regulated inhibitor of apoptosis 1 isoform X2"
"Un","NT_176678.1",173221,176365,"-",100748603,"LOC100748603","-","XP_003488734.1",293,"7-methylguanosine phosphate-specific 5\\'-nucleotidase"
"Un","NT_176678.1",178812,183654,"-",100745011,"LOC100745011","-","XP_003488704.1",412,"cholesterol 7-desaturase"
"Un","NT_176678.1",200595,202061,"-",117151524,"LOC117151524","-","XP_033176100.1",257,"proteasome subunit alpha type-4"
"Un","NT_176678.1",203077,204428,"-",105680210,"LOC105680210","-","XP_033176097.1",395,"uncharacterized protein LOC105680210"
"Un","NT_176678.1",203077,204428,"-",105680210,"LOC105680210","-","XP_033176098.1",395,"uncharacterized protein LOC105680210"
"Un","NT_176678.1",205538,209473,"+",100748724,"LOC100748724","-","XP_012239783.1",236,"eukaryotic translation initiation factor 3 subunit J"
"Un","NT_176678.1",214893,217978,"-",100745372,"LOC100745372","-","XP_012239787.1",470,"chitinase-3-like protein 2"
"Un","NT_176678.1",220135,223073,"-",105680614,"LOC105680614","-","XP_012239785.1",627,"uncharacterized protein LOC105680614 isoform X4"
"Un","NT_176678.1",220135,223073,"-",105680614,"LOC105680614","-","XP_033176089.1",663,"uncharacterized protein LOC105680614 isoform X2"
"Un","NT_176678.1",220135,223073,"-",105680614,"LOC105680614","-","XP_012239784.1",628,"uncharacterized protein LOC105680614 isoform X3"
"Un","NT_176678.1",220135,223073,"-",105680614,"LOC105680614","-","XP_033176088.1",664,"uncharacterized protein LOC105680614 isoform X1"
"Un","NT_176678.1",224646,226164,"-",105680615,"LOC105680615","-","XP_012239791.1",272,"cytochrome b561 isoform X1"
"Un","NT_176678.1",224646,225810,"-",105680615,"LOC105680615","-","XP_024222689.1",260,"cytochrome b561 isoform X2"
"Un","NT_176678.1",224646,225626,"-",105680615,"LOC105680615","-","XP_012239793.1",246,"cytochrome b561 isoform X3"
"Un","NT_176678.1",227362,228969,"+",100748843,"LOC100748843","-","XP_033176099.1",302,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial isoform X1"
"Un","NT_176678.1",227398,228969,"+",100748843,"LOC100748843","-","XP_012239788.1",290,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial isoform X2"
"Un","NT_176678.1",229198,232154,"-",100745493,"LOC100745493","-","XP_012239786.1",621,"recQ-mediated genome instability protein 1 isoform X1"
"Un","NT_176678.1",229198,231591,"-",100745493,"LOC100745493","-","XP_024222685.1",532,"recQ-mediated genome instability protein 1 isoform X2"
"Un","NT_176678.1",241657,256639,"+",100749083,"LOC100749083","-","XP_033176090.1",431,"uncharacterized protein LOC100749083 isoform X1"
"Un","NT_176678.1",253108,256639,"+",100749083,"LOC100749083","-","XP_033176091.1",408,"uncharacterized protein LOC100749083 isoform X2"
"Un","NT_176678.1",253108,256639,"+",100749083,"LOC100749083","-","XP_033176092.1",408,"uncharacterized protein LOC100749083 isoform X2"
"Un","NT_176678.1",253108,256639,"+",100749083,"LOC100749083","-","XP_033176093.1",408,"uncharacterized protein LOC100749083 isoform X2"
"Un","NT_176678.1",253108,256639,"+",100749083,"LOC100749083","-","XP_033176094.1",408,"uncharacterized protein LOC100749083 isoform X2"
"Un","NT_176678.1",260207,262681,"+",100749289,"LOC100749289","-","XP_012239778.1",414,"kynurenine/alpha-aminoadipate aminotransferase, mitochondrial isoform X1"
"Un","NT_176678.1",260467,262681,"+",100749289,"LOC100749289","-","XP_024222688.1",391,"kynurenine/alpha-aminoadipate aminotransferase, mitochondrial isoform X2"
"Un","NT_176678.1",263449,265859,"+",100749405,"LOC100749405","-","XP_024222687.1",424,"protein saal1"
"Un","NT_176678.1",263449,265859,"+",100749405,"LOC100749405","-","XP_033176095.1",424,"protein saal1"
"Un","NT_176678.1",263449,265859,"+",100749405,"LOC100749405","-","XP_033176096.1",424,"protein saal1"
"Un","NT_176678.1",263449,265859,"+",100749405,"LOC100749405","-","XP_012239855.1",424,"protein saal1"
"Un","NT_176678.1",266530,269084,"-",100749523,"LOC100749523","-","XP_012239852.1",455,"uncharacterized protein LOC100749523"
"Un","NT_176678.1",275361,276668,"-",100749638,"LOC100749638","-","XP_003488743.1",151,"40S ribosomal protein S13"
"Un","NT_176678.1",278821,288013,"+",100749759,"LOC100749759","-","XP_012239827.1",2496,"uncharacterized protein LOC100749759"
"Un","NT_176678.1",291904,294016,"+",100745612,"LOC100745612","-","XP_012239831.1",465,"CCA tRNA nucleotidyltransferase 1, mitochondrial isoform X1"
"Un","NT_176678.1",292133,294016,"+",100745612,"LOC100745612","-","XP_033176071.1",437,"CCA tRNA nucleotidyltransferase 1, mitochondrial isoform X2"
"Un","NT_176678.1",294716,297584,"-",100750117,"LOC100750117","-","XP_012239832.1",370,"transcription initiation factor IIA subunit 1 isoform X2"
"Un","NT_176678.1",294716,297584,"-",100750117,"LOC100750117","-","XP_003488747.1",382,"transcription initiation factor IIA subunit 1 isoform X1"
"Un","NT_176678.1",300194,307019,"-",100749998,"LOC100749998","-","XP_003488746.1",1569,"protein mahjong isoform X2"
"Un","NT_176678.1",300194,307019,"-",100749998,"LOC100749998","-","XP_012239830.1",1571,"protein mahjong isoform X1"
"Un","NT_176678.1",308700,311196,"+",100740337,"LOC100740337","-","XP_003488751.1",226,"V-type proton ATPase subunit E"
"Un","NT_176678.1",312285,314235,"-",100740215,"LOC100740215","-","XP_012239841.1",375,"peroxisomal membrane protein PEX13"
"Un","NT_176678.1",314767,316918,"+",100740534,"LOC100740534","-","XP_012239840.1",442,"CAAX prenyl protease 1 homolog"
"Un","NT_176678.1",323477,331090,"-",100740094,"LOC100740094","-","XP_033176080.1",1490,"SR-related and CTD-associated factor 4"
